,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,4.0,3.0,3.0,0.03,False,70,0,70
1,,,,,,,100,23,77
2,,,,,,,153,88,65
3,,,,,,,225,158,67
4,,,,,,,302,253,49
5,,,,,,,333,283,50
6,,,,,,,379,352,27
7,,,,,,,403,374,29
8,,,,,,,388,360,28
9,,,,,,,320,303,17
10,,,,,,,152,129,23
11,,,,,,,77,36,41
12,,,,,,,70,34,36
13,,,,,,,97,51,46
14,,,,,,,126,69,57
15,,,,,,,162,100,62
16,,,,,,,187,129,58
17,,,,,,,213,162,51
18,,,,,,,248,203,45
19,,,,,,,252,210,42
20,,,,,,,251,208,43
21,,,,,,,304,263,41
22,,,,,,,330,296,34
23,,,,,,,374,340,34
24,,,,,,,349,320,29
25,,,,,,,315,287,28
26,,,,,,,247,215,32
27,,,,,,,202,168,34
28,,,,,,,234,180,54
29,,,,,,,219,188,31
30,,,,,,,233,184,49
31,,,,,,,270,231,39
32,,,,,,,323,270,53
33,,,,,,,378,338,40
34,,,,,,,363,336,27
35,,,,,,,322,294,28
36,,,,,,,287,270,17
37,,,,,,,284,256,28
38,,,,,,,287,255,32
39,,,,,,,282,243,39
40,,,,,,,268,234,34
41,,,,,,,269,233,36
42,,,,,,,321,280,41
43,,,,,,,343,304,39
44,,,,,,,368,327,41
45,,,,,,,374,352,22
46,,,,,,,362,328,34
47,,,,,,,359,344,15
48,,,,,,,352,334,18
49,,,,,,,312,288,24
50,,,,,,,309,281,28
51,,,,,,,310,292,18
52,,,,,,,316,288,28
53,,,,,,,317,294,23
54,,,,,,,347,313,34
55,,,,,,,376,345,31
56,,,,,,,347,331,16
57,,,,,,,353,336,17
58,,,,,,,341,321,20
59,,,,,,,333,323,10
60,,,,,,,313,289,24
61,,,,,,,329,302,27
62,,,,,,,318,301,17
63,,,,,,,316,282,34
64,,,,,,,315,285,30
65,,,,,,,302,270,32
66,,,,,,,329,302,27
67,,,,,,,338,304,34
68,,,,,,,390,363,27
69,,,,,,,375,350,25
70,,,,,,,345,321,24
71,,,,,,,315,291,24
72,,,,,,,301,265,36
73,,,,,,,294,276,18
74,,,,,,,289,269,20
75,,,,,,,308,280,28
76,,,,,,,348,314,34
77,,,,,,,358,335,23
78,,,,,,,333,305,28
79,,,,,,,316,290,26
80,,,,,,,308,285,23
