,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,1.0,5.0,3.0,0.02,False,154,101,53
1,,,,,,,1248,1228,20
2,,,,,,,977,973,4
3,,,,,,,116,116,0
4,,,,,,,1,1,0
5,,,,,,,0,0,0
6,,,,,,,0,0,0
7,,,,,,,2,0,2
8,,,,,,,91,56,35
9,,,,,,,849,826,23
10,,,,,,,1105,1097,8
11,,,,,,,361,359,2
12,,,,,,,90,90,0
13,,,,,,,2,2,0
14,,,,,,,0,0,0
15,,,,,,,1,0,1
16,,,,,,,45,28,17
17,,,,,,,505,466,39
18,,,,,,,1156,1145,11
19,,,,,,,638,634,4
20,,,,,,,148,148,0
21,,,,,,,7,7,0
22,,,,,,,0,0,0
23,,,,,,,0,0,0
24,,,,,,,11,0,11
25,,,,,,,283,252,31
26,,,,,,,978,959,19
27,,,,,,,875,871,4
28,,,,,,,317,317,0
29,,,,,,,36,36,0
30,,,,,,,0,0,0
31,,,,,,,0,0,0
32,,,,,,,6,0,6
33,,,,,,,185,161,24
34,,,,,,,811,780,31
35,,,,,,,1000,995,5
36,,,,,,,448,447,1
37,,,,,,,50,50,0
38,,,,,,,0,0,0
39,,,,,,,1,0,1
40,,,,,,,34,28,6
41,,,,,,,234,217,17
42,,,,,,,673,653,20
43,,,,,,,901,889,12
44,,,,,,,501,497,4
45,,,,,,,148,148,0
46,,,,,,,8,8,0
47,,,,,,,0,0,0
48,,,,,,,2,0,2
49,,,,,,,69,56,13
50,,,,,,,379,360,19
51,,,,,,,825,807,18
52,,,,,,,947,940,7
53,,,,,,,266,266,0
54,,,,,,,12,12,0
55,,,,,,,0,0,0
56,,,,,,,1,0,1
57,,,,,,,38,28,10
58,,,,,,,299,286,13
59,,,,,,,673,644,29
60,,,,,,,967,952,15
61,,,,,,,471,471,0
62,,,,,,,43,43,0
63,,,,,,,8,8,0
64,,,,,,,1,0,1
65,,,,,,,33,28,5
66,,,,,,,195,181,14
67,,,,,,,609,581,28
68,,,,,,,1034,1020,14
69,,,,,,,574,573,1
70,,,,,,,53,53,0
71,,,,,,,1,1,0
72,,,,,,,2,0,2
73,,,,,,,54,50,4
74,,,,,,,186,169,17
75,,,,,,,543,532,11
76,,,,,,,771,755,16
77,,,,,,,625,621,4
78,,,,,,,251,250,1
79,,,,,,,60,60,0
80,,,,,,,9,8,1
81,,,,,,,32,28,4
82,,,,,,,160,155,5
83,,,,,,,325,315,10
84,,,,,,,634,608,26
